query_id,candidate_id,candidate_tile_id,candidate_rank,candidate_score,candidate_scale_level_m,tile_size_m,center_x,center_y,image_path,source_tif,crs,min_x,min_y,max_x,max_y,geo_x0,geo_x_col,geo_x_row,geo_y0,geo_y_col,geo_y_row,affine,is_intersection_truth,is_strict_truth
q_001,cw_s200_x253783.721_y3364952.517,cw_s200_x253783.721_y3364952.517,1,1.10018684509,200.0,200.0,253783.72102534556,3364952.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x253783.721_y3364952.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253683.72102534556,3364852.5166208195,253883.72102534556,3365052.5166208195,253683.72102534556,0.5,0.0,3365052.5166208195,0.0,-0.5,"[0.5, 0.0, 253683.72102534556, 0.0, -0.5, 3365052.5166208195]",1,1
q_001,cw_s200_x254083.721_y3364052.517,cw_s200_x254083.721_y3364052.517,2,0.440671080565,200.0,200.0,254083.72102534556,3364052.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254083.721_y3364052.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253983.72102534556,3363952.5166208195,254183.72102534556,3364152.5166208195,253983.72102534556,0.5,0.0,3364152.5166208195,0.0,-0.5,"[0.5, 0.0, 253983.72102534556, 0.0, -0.5, 3364152.5166208195]",0,0
q_001,cw_s200_x254083.721_y3365102.517,cw_s200_x254083.721_y3365102.517,3,0.694219624979,200.0,200.0,254083.72102534556,3365102.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254083.721_y3365102.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253983.72102534556,3365002.5166208195,254183.72102534556,3365202.5166208195,253983.72102534556,0.5,0.0,3365202.5166208195,0.0,-0.5,"[0.5, 0.0, 253983.72102534556, 0.0, -0.5, 3365202.5166208195]",0,0
q_001,cw_s200_x255133.721_y3364052.517,cw_s200_x255133.721_y3364052.517,4,0.339585095325,200.0,200.0,255133.72102534556,3364052.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x255133.721_y3364052.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,255033.72102534556,3363952.5166208195,255233.72102534556,3364152.5166208195,255033.72102534556,0.5,0.0,3364152.5166208195,0.0,-0.5,"[0.5, 0.0, 255033.72102534556, 0.0, -0.5, 3364152.5166208195]",0,0
q_001,cw_s200_x254233.721_y3364052.517,cw_s200_x254233.721_y3364052.517,5,0.457765614623,200.0,200.0,254233.72102534556,3364052.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254233.721_y3364052.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254133.72102534556,3363952.5166208195,254333.72102534556,3364152.5166208195,254133.72102534556,0.5,0.0,3364152.5166208195,0.0,-0.5,"[0.5, 0.0, 254133.72102534556, 0.0, -0.5, 3364152.5166208195]",0,0
q_001,cw_s200_x254983.721_y3365252.517,cw_s200_x254983.721_y3365252.517,6,0.392388832494,200.0,200.0,254983.72102534556,3365252.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254983.721_y3365252.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254883.72102534556,3365152.5166208195,255083.72102534556,3365352.5166208195,254883.72102534556,0.5,0.0,3365352.5166208195,0.0,-0.5,"[0.5, 0.0, 254883.72102534556, 0.0, -0.5, 3365352.5166208195]",0,0
q_001,cw_s200_x255133.721_y3364202.517,cw_s200_x255133.721_y3364202.517,7,0.36335390735,200.0,200.0,255133.72102534556,3364202.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x255133.721_y3364202.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,255033.72102534556,3364102.5166208195,255233.72102534556,3364302.5166208195,255033.72102534556,0.5,0.0,3364302.5166208195,0.0,-0.5,"[0.5, 0.0, 255033.72102534556, 0.0, -0.5, 3364302.5166208195]",0,0
q_001,cw_s200_x254683.721_y3364052.517,cw_s200_x254683.721_y3364052.517,8,0.573776432678,200.0,200.0,254683.72102534556,3364052.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254683.721_y3364052.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254583.72102534556,3363952.5166208195,254783.72102534556,3364152.5166208195,254583.72102534556,0.5,0.0,3364152.5166208195,0.0,-0.5,"[0.5, 0.0, 254583.72102534556, 0.0, -0.5, 3364152.5166208195]",0,0
q_001,cw_s200_x254983.721_y3364352.517,cw_s200_x254983.721_y3364352.517,9,0.445623034598,200.0,200.0,254983.72102534556,3364352.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254983.721_y3364352.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254883.72102534556,3364252.5166208195,255083.72102534556,3364452.5166208195,254883.72102534556,0.5,0.0,3364452.5166208195,0.0,-0.5,"[0.5, 0.0, 254883.72102534556, 0.0, -0.5, 3364452.5166208195]",0,0
q_001,cw_s300_x255108.721_y3364327.517,cw_s300_x255108.721_y3364327.517,10,0.602014040671,300.0,300.0,255108.72102534556,3364327.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x255108.721_y3364327.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254958.72102534556,3364177.5166208195,255258.72102534556,3364477.5166208195,254958.72102534556,0.5,0.0,3364477.5166208195,0.0,-0.5,"[0.5, 0.0, 254958.72102534556, 0.0, -0.5, 3364477.5166208195]",0,0
q_001,cw_s200_x254833.721_y3364952.517,cw_s200_x254833.721_y3364952.517,11,0.316772755179,200.0,200.0,254833.72102534556,3364952.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254833.721_y3364952.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254733.72102534556,3364852.5166208195,254933.72102534556,3365052.5166208195,254733.72102534556,0.5,0.0,3365052.5166208195,0.0,-0.5,"[0.5, 0.0, 254733.72102534556, 0.0, -0.5, 3365052.5166208195]",0,0
q_001,cw_s300_x254883.721_y3364327.517,cw_s300_x254883.721_y3364327.517,12,0.209744461846,300.0,300.0,254883.72102534556,3364327.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254883.721_y3364327.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254733.72102534556,3364177.5166208195,255033.72102534556,3364477.5166208195,254733.72102534556,0.5,0.0,3364477.5166208195,0.0,-0.5,"[0.5, 0.0, 254733.72102534556, 0.0, -0.5, 3364477.5166208195]",0,0
q_001,cw_s300_x254208.721_y3364102.517,cw_s300_x254208.721_y3364102.517,13,0.330450976669,300.0,300.0,254208.72102534556,3364102.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254208.721_y3364102.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254058.72102534556,3363952.5166208195,254358.72102534556,3364252.5166208195,254058.72102534556,0.5,0.0,3364252.5166208195,0.0,-0.5,"[0.5, 0.0, 254058.72102534556, 0.0, -0.5, 3364252.5166208195]",0,0
q_001,cw_s300_x255108.721_y3364102.517,cw_s300_x255108.721_y3364102.517,14,0.2702771896,300.0,300.0,255108.72102534556,3364102.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x255108.721_y3364102.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254958.72102534556,3363952.5166208195,255258.72102534556,3364252.5166208195,254958.72102534556,0.5,0.0,3364252.5166208195,0.0,-0.5,"[0.5, 0.0, 254958.72102534556, 0.0, -0.5, 3364252.5166208195]",0,0
q_001,cw_s300_x255108.721_y3365002.517,cw_s300_x255108.721_y3365002.517,15,0.266767118313,300.0,300.0,255108.72102534556,3365002.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x255108.721_y3365002.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254958.72102534556,3364852.5166208195,255258.72102534556,3365152.5166208195,254958.72102534556,0.5,0.0,3365152.5166208195,0.0,-0.5,"[0.5, 0.0, 254958.72102534556, 0.0, -0.5, 3365152.5166208195]",0,0
q_001,cw_s200_x254833.721_y3364052.517,cw_s200_x254833.721_y3364052.517,16,0.276783240726,200.0,200.0,254833.72102534556,3364052.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254833.721_y3364052.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254733.72102534556,3363952.5166208195,254933.72102534556,3364152.5166208195,254733.72102534556,0.5,0.0,3364152.5166208195,0.0,-0.5,"[0.5, 0.0, 254733.72102534556, 0.0, -0.5, 3364152.5166208195]",0,0
q_001,cw_s300_x254883.721_y3365002.517,cw_s300_x254883.721_y3365002.517,17,0.541342538759,300.0,300.0,254883.72102534556,3365002.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254883.721_y3365002.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254733.72102534556,3364852.5166208195,255033.72102534556,3365152.5166208195,254733.72102534556,0.5,0.0,3365152.5166208195,0.0,-0.5,"[0.5, 0.0, 254733.72102534556, 0.0, -0.5, 3365152.5166208195]",0,0
q_001,cw_s300_x254883.721_y3364102.517,cw_s300_x254883.721_y3364102.517,18,0.148682957589,300.0,300.0,254883.72102534556,3364102.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254883.721_y3364102.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254733.72102534556,3363952.5166208195,255033.72102534556,3364252.5166208195,254733.72102534556,0.5,0.0,3364252.5166208195,0.0,-0.5,"[0.5, 0.0, 254733.72102534556, 0.0, -0.5, 3364252.5166208195]",0,0
q_001,cw_s200_x254833.721_y3364202.517,cw_s200_x254833.721_y3364202.517,19,0.191728054052,200.0,200.0,254833.72102534556,3364202.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254833.721_y3364202.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254733.72102534556,3364102.5166208195,254933.72102534556,3364302.5166208195,254733.72102534556,0.5,0.0,3364302.5166208195,0.0,-0.5,"[0.5, 0.0, 254733.72102534556, 0.0, -0.5, 3364302.5166208195]",0,0
q_001,cw_s300_x254658.721_y3364102.517,cw_s300_x254658.721_y3364102.517,20,0.461673053899,300.0,300.0,254658.72102534556,3364102.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254658.721_y3364102.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254508.72102534556,3363952.5166208195,254808.72102534556,3364252.5166208195,254508.72102534556,0.5,0.0,3364252.5166208195,0.0,-0.5,"[0.5, 0.0, 254508.72102534556, 0.0, -0.5, 3364252.5166208195]",0,0
q_002,cw_s200_x253783.721_y3364802.517,cw_s200_x253783.721_y3364802.517,1,0.677867589105,200.0,200.0,253783.72102534556,3364802.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x253783.721_y3364802.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253683.72102534556,3364702.5166208195,253883.72102534556,3364902.5166208195,253683.72102534556,0.5,0.0,3364902.5166208195,0.0,-0.5,"[0.5, 0.0, 253683.72102534556, 0.0, -0.5, 3364902.5166208195]",1,1
q_002,cw_s200_x253933.721_y3364802.517,cw_s200_x253933.721_y3364802.517,2,1.06622157986,200.0,200.0,253933.72102534556,3364802.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x253933.721_y3364802.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253833.72102534556,3364702.5166208195,254033.72102534556,3364902.5166208195,253833.72102534556,0.5,0.0,3364902.5166208195,0.0,-0.5,"[0.5, 0.0, 253833.72102534556, 0.0, -0.5, 3364902.5166208195]",0,0
q_002,cw_s200_x253933.721_y3364952.517,cw_s200_x253933.721_y3364952.517,3,0.674321863895,200.0,200.0,253933.72102534556,3364952.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x253933.721_y3364952.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253833.72102534556,3364852.5166208195,254033.72102534556,3365052.5166208195,253833.72102534556,0.5,0.0,3365052.5166208195,0.0,-0.5,"[0.5, 0.0, 253833.72102534556, 0.0, -0.5, 3365052.5166208195]",0,0
q_002,cw_s200_x253783.721_y3364652.517,cw_s200_x253783.721_y3364652.517,4,0.623558785005,200.0,200.0,253783.72102534556,3364652.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x253783.721_y3364652.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253683.72102534556,3364552.5166208195,253883.72102534556,3364752.5166208195,253683.72102534556,0.5,0.0,3364752.5166208195,0.0,-0.5,"[0.5, 0.0, 253683.72102534556, 0.0, -0.5, 3364752.5166208195]",0,0
