query_id,candidate_id,candidate_tile_id,candidate_rank,candidate_score,candidate_scale_level_m,tile_size_m,center_x,center_y,image_path,source_tif,crs,min_x,min_y,max_x,max_y,geo_x0,geo_x_col,geo_x_row,geo_y0,geo_y_col,geo_y_row,affine,is_intersection_truth,is_strict_truth
q_003,cw_s200_x254833.721_y3365252.517,cw_s200_x254833.721_y3365252.517,10,0.465047837065,200.0,200.0,254833.72102534556,3365252.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254833.721_y3365252.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254733.72102534556,3365152.5166208195,254933.72102534556,3365352.5166208195,254733.72102534556,0.5,0.0,3365352.5166208195,0.0,-0.5,"[0.5, 0.0, 254733.72102534556, 0.0, -0.5, 3365352.5166208195]",0,0
q_003,cw_s300_x254883.721_y3365227.517,cw_s300_x254883.721_y3365227.517,11,0.329336202336,300.0,300.0,254883.72102534556,3365227.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254883.721_y3365227.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254733.72102534556,3365077.5166208195,255033.72102534556,3365377.5166208195,254733.72102534556,0.5,0.0,3365377.5166208195,0.0,-0.5,"[0.5, 0.0, 254733.72102534556, 0.0, -0.5, 3365377.5166208195]",0,0
q_003,cw_s300_x254208.721_y3365002.517,cw_s300_x254208.721_y3365002.517,12,0.341385808969,300.0,300.0,254208.72102534556,3365002.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254208.721_y3365002.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254058.72102534556,3364852.5166208195,254358.72102534556,3365152.5166208195,254058.72102534556,0.5,0.0,3365152.5166208195,0.0,-0.5,"[0.5, 0.0, 254058.72102534556, 0.0, -0.5, 3365152.5166208195]",0,0
q_003,cw_s200_x254683.721_y3365252.517,cw_s200_x254683.721_y3365252.517,13,0.332388010941,200.0,200.0,254683.72102534556,3365252.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254683.721_y3365252.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254583.72102534556,3365152.5166208195,254783.72102534556,3365352.5166208195,254583.72102534556,0.5,0.0,3365352.5166208195,0.0,-0.5,"[0.5, 0.0, 254583.72102534556, 0.0, -0.5, 3365352.5166208195]",0,0
q_003,cw_s300_x254658.721_y3365227.517,cw_s300_x254658.721_y3365227.517,14,0.183647359652,300.0,300.0,254658.72102534556,3365227.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254658.721_y3365227.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254508.72102534556,3365077.5166208195,254808.72102534556,3365377.5166208195,254508.72102534556,0.5,0.0,3365377.5166208195,0.0,-0.5,"[0.5, 0.0, 254508.72102534556, 0.0, -0.5, 3365377.5166208195]",0,0
q_003,cw_s200_x254233.721_y3364952.517,cw_s200_x254233.721_y3364952.517,15,0.268648039778,200.0,200.0,254233.72102534556,3364952.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254233.721_y3364952.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254133.72102534556,3364852.5166208195,254333.72102534556,3365052.5166208195,254133.72102534556,0.5,0.0,3365052.5166208195,0.0,-0.5,"[0.5, 0.0, 254133.72102534556, 0.0, -0.5, 3365052.5166208195]",0,0
q_003,cw_s200_x254233.721_y3365102.517,cw_s200_x254233.721_y3365102.517,16,0.216656384713,200.0,200.0,254233.72102534556,3365102.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254233.721_y3365102.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254133.72102534556,3365002.5166208195,254333.72102534556,3365202.5166208195,254133.72102534556,0.5,0.0,3365202.5166208195,0.0,-0.5,"[0.5, 0.0, 254133.72102534556, 0.0, -0.5, 3365202.5166208195]",0,0
q_003,cw_s200_x254683.721_y3364202.517,cw_s200_x254683.721_y3364202.517,17,0.177497858252,200.0,200.0,254683.72102534556,3364202.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254683.721_y3364202.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254583.72102534556,3364102.5166208195,254783.72102534556,3364302.5166208195,254583.72102534556,0.5,0.0,3364302.5166208195,0.0,-0.5,"[0.5, 0.0, 254583.72102534556, 0.0, -0.5, 3364302.5166208195]",0,0
q_003,cw_s200_x254233.721_y3365252.517,cw_s200_x254233.721_y3365252.517,18,0.274229107696,200.0,200.0,254233.72102534556,3365252.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254233.721_y3365252.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254133.72102534556,3365152.5166208195,254333.72102534556,3365352.5166208195,254133.72102534556,0.5,0.0,3365352.5166208195,0.0,-0.5,"[0.5, 0.0, 254133.72102534556, 0.0, -0.5, 3365352.5166208195]",0,0
q_003,cw_s200_x254833.721_y3365102.517,cw_s200_x254833.721_y3365102.517,19,0.419055909254,200.0,200.0,254833.72102534556,3365102.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254833.721_y3365102.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254733.72102534556,3365002.5166208195,254933.72102534556,3365202.5166208195,254733.72102534556,0.5,0.0,3365202.5166208195,0.0,-0.5,"[0.5, 0.0, 254733.72102534556, 0.0, -0.5, 3365202.5166208195]",0,0
q_003,cw_s300_x254208.721_y3365227.517,cw_s300_x254208.721_y3365227.517,20,0.280447701492,300.0,300.0,254208.72102534556,3365227.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254208.721_y3365227.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254058.72102534556,3365077.5166208195,254358.72102534556,3365377.5166208195,254058.72102534556,0.5,0.0,3365377.5166208195,0.0,-0.5,"[0.5, 0.0, 254058.72102534556, 0.0, -0.5, 3365377.5166208195]",0,0
q_004,cw_s200_x254383.721_y3364052.517,cw_s200_x254383.721_y3364052.517,1,0.920492553208,200.0,200.0,254383.72102534556,3364052.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254383.721_y3364052.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254283.72102534556,3363952.5166208195,254483.72102534556,3364152.5166208195,254283.72102534556,0.5,0.0,3364152.5166208195,0.0,-0.5,"[0.5, 0.0, 254283.72102534556, 0.0, -0.5, 3364152.5166208195]",1,1
q_004,cw_s200_x254533.721_y3364052.517,cw_s200_x254533.721_y3364052.517,2,0.666628168999,200.0,200.0,254533.72102534556,3364052.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254533.721_y3364052.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254433.72102534556,3363952.5166208195,254633.72102534556,3364152.5166208195,254433.72102534556,0.5,0.0,3364152.5166208195,0.0,-0.5,"[0.5, 0.0, 254433.72102534556, 0.0, -0.5, 3364152.5166208195]",0,0
q_004,cw_s300_x254433.721_y3364102.517,cw_s300_x254433.721_y3364102.517,3,0.994861152159,300.0,300.0,254433.72102534556,3364102.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254433.721_y3364102.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254283.72102534556,3363952.5166208195,254583.72102534556,3364252.5166208195,254283.72102534556,0.5,0.0,3364252.5166208195,0.0,-0.5,"[0.5, 0.0, 254283.72102534556, 0.0, -0.5, 3364252.5166208195]",1,1
q_004,cw_s200_x254533.721_y3364202.517,cw_s200_x254533.721_y3364202.517,4,0.617579902325,200.0,200.0,254533.72102534556,3364202.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254533.721_y3364202.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254433.72102534556,3364102.5166208195,254633.72102534556,3364302.5166208195,254433.72102534556,0.5,0.0,3364302.5166208195,0.0,-0.5,"[0.5, 0.0, 254433.72102534556, 0.0, -0.5, 3364302.5166208195]",0,0
q_004,cw_s300_x254433.721_y3364327.517,cw_s300_x254433.721_y3364327.517,5,0.456641402375,300.0,300.0,254433.72102534556,3364327.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254433.721_y3364327.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254283.72102534556,3364177.5166208195,254583.72102534556,3364477.5166208195,254283.72102534556,0.5,0.0,3364477.5166208195,0.0,-0.5,"[0.5, 0.0, 254283.72102534556, 0.0, -0.5, 3364477.5166208195]",0,0
q_004,cw_s500_x254383.721_y3364127.517,cw_s500_x254383.721_y3364127.517,6,0.708276233066,500.0,500.0,254383.72102534556,3364127.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s500_x254383.721_y3364127.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254133.72102534556,3363877.5166208195,254633.72102534556,3364377.5166208195,254133.72102534556,0.5,0.0,3364377.5166208195,0.0,-0.5,"[0.5, 0.0, 254133.72102534556, 0.0, -0.5, 3364377.5166208195]",1,1
q_004,cw_s300_x254658.721_y3364327.517,cw_s300_x254658.721_y3364327.517,7,0.678500506138,300.0,300.0,254658.72102534556,3364327.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254658.721_y3364327.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254508.72102534556,3364177.5166208195,254808.72102534556,3364477.5166208195,254508.72102534556,0.5,0.0,3364477.5166208195,0.0,-0.5,"[0.5, 0.0, 254508.72102534556, 0.0, -0.5, 3364477.5166208195]",0,0
q_004,cw_s200_x254683.721_y3364352.517,cw_s200_x254683.721_y3364352.517,8,0.412438120148,200.0,200.0,254683.72102534556,3364352.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254683.721_y3364352.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254583.72102534556,3364252.5166208195,254783.72102534556,3364452.5166208195,254583.72102534556,0.5,0.0,3364452.5166208195,0.0,-0.5,"[0.5, 0.0, 254583.72102534556, 0.0, -0.5, 3364452.5166208195]",0,0
q_004,cw_s200_x254083.721_y3364802.517,cw_s200_x254083.721_y3364802.517,9,0.337590516441,200.0,200.0,254083.72102534556,3364802.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254083.721_y3364802.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253983.72102534556,3364702.5166208195,254183.72102534556,3364902.5166208195,253983.72102534556,0.5,0.0,3364902.5166208195,0.0,-0.5,"[0.5, 0.0, 253983.72102534556, 0.0, -0.5, 3364902.5166208195]",0,0
q_004,cw_s200_x254833.721_y3364802.517,cw_s200_x254833.721_y3364802.517,10,0.306004788072,200.0,200.0,254833.72102534556,3364802.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s200_x254833.721_y3364802.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254733.72102534556,3364702.5166208195,254933.72102534556,3364902.5166208195,254733.72102534556,0.5,0.0,3364902.5166208195,0.0,-0.5,"[0.5, 0.0, 254733.72102534556, 0.0, -0.5, 3364902.5166208195]",0,0
q_004,cw_s300_x254208.721_y3364777.517,cw_s300_x254208.721_y3364777.517,11,0.359615607784,300.0,300.0,254208.72102534556,3364777.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254208.721_y3364777.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254058.72102534556,3364627.5166208195,254358.72102534556,3364927.5166208195,254058.72102534556,0.5,0.0,3364927.5166208195,0.0,-0.5,"[0.5, 0.0, 254058.72102534556, 0.0, -0.5, 3364927.5166208195]",0,0
q_004,cw_s300_x254433.721_y3365227.517,cw_s300_x254433.721_y3365227.517,12,0.175465353925,300.0,300.0,254433.72102534556,3365227.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254433.721_y3365227.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254283.72102534556,3365077.5166208195,254583.72102534556,3365377.5166208195,254283.72102534556,0.5,0.0,3365377.5166208195,0.0,-0.5,"[0.5, 0.0, 254283.72102534556, 0.0, -0.5, 3365377.5166208195]",0,0
q_004,cw_s300_x254658.721_y3364552.517,cw_s300_x254658.721_y3364552.517,13,0.269432009614,300.0,300.0,254658.72102534556,3364552.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x254658.721_y3364552.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,254508.72102534556,3364402.5166208195,254808.72102534556,3364702.5166208195,254508.72102534556,0.5,0.0,3364702.5166208195,0.0,-0.5,"[0.5, 0.0, 254508.72102534556, 0.0, -0.5, 3364702.5166208195]",0,0
q_004,cw_s300_x253983.721_y3364777.517,cw_s300_x253983.721_y3364777.517,14,0.20756763421,300.0,300.0,253983.72102534556,3364777.5166208195,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/candidate_library/tiles_native/cw_s300_x253983.721_y3364777.517.png,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04A_downsample_0p5m/source_mosaic/caiwangcun_ortho_0p14m_epsg32650.tif,EPSG:32650,253833.72102534556,3364627.5166208195,254133.72102534556,3364927.5166208195,253833.72102534556,0.5,0.0,3364927.5166208195,0.0,-0.5,"[0.5, 0.0, 253833.72102534556, 0.0, -0.5, 3364927.5166208195]",0,0
